,Sub-Metric Code OR Sub-Activity Metric Code,Activity Metric Code,Sector Code,Industry Code,Disclosure Topic Code,Accounting Metric Code,Accounting Metric Category,Accounting Metric Unit of Measure,Sub-Metric Code,Sub-Metric Unit of Measure,variable,value
260358,IF-EU-140a.1d,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1d,Percentage (%),CLP0088A1052,0.36
260359,IF-EU-140a.2a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.2,Quantitative,Number,IF-EU-140a.2a,Number,CLP0088A1052,424
260360,IF-EU-140a.3a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.3,Discussion and Analysis,,IF-EU-140a.3a,,CLP0088A1052,TEXT
260361,IF-EU-150a.1a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1a,Metric tons (t),CLP0088A1052,387
260362,IF-EU-150a.1b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1b,Percentage (%),CLP0088A1052,0.71
260363,IF-EU-150a.2a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2a,Number,CLP0088A1052,912
260364,IF-EU-150a.2b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2b,Number,CLP0088A1052,801
260365,IF-EU-150a.2c,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2c,Number,CLP0088A1052,997
260366,IF-EU-150a.2d,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2d,Number,CLP0088A1052,625
260367,IF-EU-150a.2e,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2e,Number,CLP0088A1052,529
260368,IF-EU-150a.2f,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2f,Number,CLP0088A1052,451
260369,IF-EU-150a.2g,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2g,Number,CLP0088A1052,124
260370,IF-EU-150a.2h,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2h,Number,CLP0088A1052,64
260371,IF-EU-150a.2i,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2i,Number,CLP0088A1052,420
260372,IF-EU-150a.2j,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2j,Number,CLP0088A1052,473
260373,IF-EU-150a.2k,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2k,Number,CLP0088A1052,370
260374,IF-EU-150a.2l,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2l,Number,CLP0088A1052,942
260375,IF-EU-150a.2m,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2m,Number,CLP0088A1052,664
260376,IF-EU-150a.2n,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2n,Number,CLP0088A1052,791
260377,IF-EU-150a.2o,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2o,Number,CLP0088A1052,568
260378,IF-EU-150a.2p,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2p,Number,CLP0088A1052,15
260379,IF-EU-150a.2q,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2q,Number,CLP0088A1052,477
260380,IF-EU-240a.1a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1a,U.S. dollars ($),CLP0088A1052,12
260381,IF-EU-240a.1b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1b,Reporting currency,CLP0088A1052,490
260382,IF-EU-240a.1c,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1c,Reporting currency,CLP0088A1052,540
260383,IF-EU-240a.2a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2a,Reporting currency,CLP0088A1052,443
260384,IF-EU-240a.2b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2b,Reporting currency,CLP0088A1052,267
260385,IF-EU-240a.3a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3a,Number,CLP0088A1052,974
260386,IF-EU-240a.3b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3b,Percentage (%),CLP0088A1052,0.22
260387,IF-EU-240a.4a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.4,Discussion and Analysis,,IF-EU-240a.4a,,CLP0088A1052,TEXT
260388,IF-EU-320a.1a,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1a,Rate,CLP0088A1052,441
260389,IF-EU-320a.1b,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1b,Rate,CLP0088A1052,947
260390,IF-EU-320a.1c,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1c,Rate,CLP0088A1052,531
260391,IF-EU-420a.1a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1a,Percentage (%),CLP0088A1052,0.31
260392,IF-EU-420a.1b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1b,Percentage (%),CLP0088A1052,0.3
260393,IF-EU-420a.2a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2a,Percentage (%) by megawatt hours (MWh),CLP0088A1052,0.92
260394,IF-EU-420a.2b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2b,,CLP0088A1052,TEXT
260395,IF-EU-420a.3a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3a,Megawatt hours (MWh),CLP0088A1052,650
260396,IF-EU-420a.3b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3b,,CLP0088A1052,TEXT
260397,IF-EU-540a.1a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1a,Number,CLP0088A1052,242
260398,IF-EU-540a.1b,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1b,Number,CLP0088A1052,508
260399,IF-EU-540a.1c,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1c,Number,CLP0088A1052,264
260400,IF-EU-540a.1d,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1d,Number,CLP0088A1052,464
260401,IF-EU-540a.1e,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1e,Number,CLP0088A1052,808
260402,IF-EU-540a.2a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.2,Discussion and Analysis,,IF-EU-540a.2a,,CLP0088A1052,TEXT
260403,IF-EU-550a.1a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.1,Quantitative,Number,IF-EU-550a.1a,Number,CLP0088A1052,26
260404,IF-EU-550a.2a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2a,Minutes,CLP0088A1052,81
260405,IF-EU-550a.2b,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2b,Number,CLP0088A1052,752
260406,IF-EU-550a.2c,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2c,Minutes,CLP0088A1052,772
260407,IF-EU-550a.2d,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2d,,CLP0088A1052,TEXT
263201,IF-EU-000.Aa,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Aa,Number,IT0003198790,103
263202,IF-EU-000.Ab,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ab,Number,IT0003198790,96
263203,IF-EU-000.Ac,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ac,Number,IT0003198790,862
263204,IF-EU-000.Ba,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ba,Megawatt hours (MWh),IT0003198790,187
263205,IF-EU-000.Bb,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bb,Megawatt hours (MWh),IT0003198790,206
263206,IF-EU-000.Bc,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bc,Megawatt hours (MWh),IT0003198790,6
263207,IF-EU-000.Bd,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bd,Megawatt hours (MWh),IT0003198790,949
263208,IF-EU-000.Be,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Be,Megawatt hours (MWh),IT0003198790,981
263209,IF-EU-000.Ca,,IF,IF-EU,IF-EU-000.C,,Quantitative,Kilometers (km),IF-EU-000.Ca,Kilometers (km),IT0003198790,444
263210,IF-EU-000.Da,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Da,Megawatt hours (MWh),IT0003198790,250
263211,IF-EU-000.Db,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Db,Percentage (%),IT0003198790,0.84
263212,IF-EU-000.Dc,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Dc,Percentage (%),IT0003198790,0.63
263213,IF-EU-000.Ea,,IF,IF-EU,IF-EU-000.E,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ea,Megawatt hours (MWh),IT0003198790,264
263214,IF-EU-110a.1a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1a,Metric tons (t)  CO₂-e,IT0003198790,233
263215,IF-EU-110a.1b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1b,Percentage (%),IT0003198790,0.23
263216,IF-EU-110a.1c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1c,Percentage (%),IT0003198790,0.3
263217,IF-EU-110a.2a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.2,Quantitative,Metric tons (t) CO₂-e,IF-EU-110a.2a,Metric tons (t) CO₂-e,IT0003198790,215
263218,IF-EU-110a.3a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.3,Discussion and Analysis,,IF-EU-110a.3a,,IT0003198790,TEXT
263219,IF-EU-110a.4a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4a,Number,IT0003198790,880
263220,IF-EU-110a.4b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4b,Percentage (%),IT0003198790,0.42
263221,IF-EU-110a.4c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4c,,IT0003198790,TEXT
263222,IF-EU-120a.1a,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1a,Metric tons (t),IT0003198790,633
263223,IF-EU-120a.1b,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1b,Metric tons (t),IT0003198790,210
263224,IF-EU-120a.1c,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1c,Metric tons (t),IT0003198790,15
263225,IF-EU-120a.1d,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1d,Metric tons (t),IT0003198790,617
263226,IF-EU-120a.1e,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1e,Metric tons (t),IT0003198790,41
263227,IF-EU-120a.1f,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1f,Percentage (%),IT0003198790,0.05
263228,IF-EU-120a.1g,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1g,Percentage (%),IT0003198790,0.69
263229,IF-EU-120a.1h,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1h,Percentage (%),IT0003198790,0.49
263230,IF-EU-120a.1i,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1i,Percentage (%),IT0003198790,0.46
263231,IF-EU-120a.1j,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1j,Percentage (%),IT0003198790,0.86
263232,IF-EU-140a.1a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1a,Thousand cubic meters (m³),IT0003198790,800
263233,IF-EU-140a.1b,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1b,Thousand cubic meters (m³),IT0003198790,791
263234,IF-EU-140a.1c,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1c,Percentage (%),IT0003198790,0.48
263235,IF-EU-140a.1d,,IF,IF-EU,IF-EU-140a,IF-EU-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",IF-EU-140a.1d,Percentage (%),IT0003198790,0.73
263236,IF-EU-140a.2a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.2,Quantitative,Number,IF-EU-140a.2a,Number,IT0003198790,452
263237,IF-EU-140a.3a,,IF,IF-EU,IF-EU-140a,IF-EU-140a.3,Discussion and Analysis,,IF-EU-140a.3a,,IT0003198790,TEXT
263238,IF-EU-150a.1a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1a,Metric tons (t),IT0003198790,414
263239,IF-EU-150a.1b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-150a.1b,Percentage (%),IT0003198790,0
263240,IF-EU-150a.2a,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2a,Number,IT0003198790,680
263241,IF-EU-150a.2b,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2b,Number,IT0003198790,211
263242,IF-EU-150a.2c,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2c,Number,IT0003198790,548
263243,IF-EU-150a.2d,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2d,Number,IT0003198790,785
263244,IF-EU-150a.2e,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2e,Number,IT0003198790,357
263245,IF-EU-150a.2f,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2f,Number,IT0003198790,919
263246,IF-EU-150a.2g,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2g,Number,IT0003198790,818
263247,IF-EU-150a.2h,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2h,Number,IT0003198790,342
263248,IF-EU-150a.2i,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2i,Number,IT0003198790,996
263249,IF-EU-150a.2j,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2j,Number,IT0003198790,445
263250,IF-EU-150a.2k,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2k,Number,IT0003198790,500
263251,IF-EU-150a.2l,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2l,Number,IT0003198790,794
263252,IF-EU-150a.2m,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2m,Number,IT0003198790,724
263253,IF-EU-150a.2n,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2n,Number,IT0003198790,420
263254,IF-EU-150a.2o,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2o,Number,IT0003198790,959
263255,IF-EU-150a.2p,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2p,Number,IT0003198790,20
263256,IF-EU-150a.2q,,IF,IF-EU,IF-EU-150a,IF-EU-150a.2,Quantitative,Number,IF-EU-150a.2q,Number,IT0003198790,944
263257,IF-EU-240a.1a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1a,U.S. dollars ($),IT0003198790,115
263258,IF-EU-240a.1b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1b,Reporting currency,IT0003198790,491
263259,IF-EU-240a.1c,,IF,IF-EU,IF-EU-240a,IF-EU-240a.1,Quantitative,Rate,IF-EU-240a.1c,Reporting currency,IT0003198790,361
263260,IF-EU-240a.2a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2a,Reporting currency,IT0003198790,318
263261,IF-EU-240a.2b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.2,Quantitative,Reporting currency,IF-EU-240a.2b,Reporting currency,IT0003198790,449
263262,IF-EU-240a.3a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3a,Number,IT0003198790,309
263263,IF-EU-240a.3b,,IF,IF-EU,IF-EU-240a,IF-EU-240a.3,Quantitative,"Number, Percentage (%)",IF-EU-240a.3b,Percentage (%),IT0003198790,0.7
263264,IF-EU-240a.4a,,IF,IF-EU,IF-EU-240a,IF-EU-240a.4,Discussion and Analysis,,IF-EU-240a.4a,,IT0003198790,TEXT
263265,IF-EU-320a.1a,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1a,Rate,IT0003198790,578
263266,IF-EU-320a.1b,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1b,Rate,IT0003198790,602
263267,IF-EU-320a.1c,,IF,IF-EU,IF-EU-320a,IF-EU-320a.1,Quantitative,Rate,IF-EU-320a.1c,Rate,IT0003198790,665
263268,IF-EU-420a.1a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1a,Percentage (%),IT0003198790,0.85
263269,IF-EU-420a.1b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.1,Quantitative,Percentage (%),IF-EU-420a.1b,Percentage (%),IT0003198790,0.23
263270,IF-EU-420a.2a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2a,Percentage (%) by megawatt hours (MWh),IT0003198790,0.14
263271,IF-EU-420a.2b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.2,Quantitative,Percentage (%) by megawatt hours (MWh),IF-EU-420a.2b,,IT0003198790,TEXT
263272,IF-EU-420a.3a,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3a,Megawatt hours (MWh),IT0003198790,304
263273,IF-EU-420a.3b,,IF,IF-EU,IF-EU-420a,IF-EU-420a.3,Quantitative,Megawatt hours (MWh),IF-EU-420a.3b,,IT0003198790,TEXT
263274,IF-EU-540a.1a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1a,Number,IT0003198790,684
263275,IF-EU-540a.1b,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1b,Number,IT0003198790,800
263276,IF-EU-540a.1c,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1c,Number,IT0003198790,104
263277,IF-EU-540a.1d,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1d,Number,IT0003198790,723
263278,IF-EU-540a.1e,,IF,IF-EU,IF-EU-540a,IF-EU-540a.1,Quantitative,Number,IF-EU-540a.1e,Number,IT0003198790,281
263279,IF-EU-540a.2a,,IF,IF-EU,IF-EU-540a,IF-EU-540a.2,Discussion and Analysis,,IF-EU-540a.2a,,IT0003198790,TEXT
263280,IF-EU-550a.1a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.1,Quantitative,Number,IF-EU-550a.1a,Number,IT0003198790,139
263281,IF-EU-550a.2a,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2a,Minutes,IT0003198790,228
263282,IF-EU-550a.2b,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2b,Number,IT0003198790,560
263283,IF-EU-550a.2c,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2c,Minutes,IT0003198790,503
263284,IF-EU-550a.2d,,IF,IF-EU,IF-EU-550a,IF-EU-550a.2,Quantitative,"Minutes, Number",IF-EU-550a.2d,,IT0003198790,TEXT
266078,IF-EU-000.Aa,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Aa,Number,INE814H01011,674
266079,IF-EU-000.Ab,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ab,Number,INE814H01011,487
266080,IF-EU-000.Ac,,IF,IF-EU,IF-EU-000.A,,Quantitative,Number,IF-EU-000.Ac,Number,INE814H01011,757
266081,IF-EU-000.Ba,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ba,Megawatt hours (MWh),INE814H01011,657
266082,IF-EU-000.Bb,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bb,Megawatt hours (MWh),INE814H01011,599
266083,IF-EU-000.Bc,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bc,Megawatt hours (MWh),INE814H01011,927
266084,IF-EU-000.Bd,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Bd,Megawatt hours (MWh),INE814H01011,526
266085,IF-EU-000.Be,,IF,IF-EU,IF-EU-000.B,,Quantitative,Megawatt hours (MWh),IF-EU-000.Be,Megawatt hours (MWh),INE814H01011,762
266086,IF-EU-000.Ca,,IF,IF-EU,IF-EU-000.C,,Quantitative,Kilometers (km),IF-EU-000.Ca,Kilometers (km),INE814H01011,414
266087,IF-EU-000.Da,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Da,Megawatt hours (MWh),INE814H01011,914
266088,IF-EU-000.Db,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Db,Percentage (%),INE814H01011,0.04
266089,IF-EU-000.Dc,,IF,IF-EU,IF-EU-000.D,,Quantitative,"Megawatt hours (MWh), Percentage (%)",IF-EU-000.Dc,Percentage (%),INE814H01011,0.62
266090,IF-EU-000.Ea,,IF,IF-EU,IF-EU-000.E,,Quantitative,Megawatt hours (MWh),IF-EU-000.Ea,Megawatt hours (MWh),INE814H01011,81
266091,IF-EU-110a.1a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1a,Metric tons (t)  CO₂-e,INE814H01011,255
266092,IF-EU-110a.1b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1b,Percentage (%),INE814H01011,0.92
266093,IF-EU-110a.1c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",IF-EU-110a.1c,Percentage (%),INE814H01011,0.83
266094,IF-EU-110a.2a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.2,Quantitative,Metric tons (t) CO₂-e,IF-EU-110a.2a,Metric tons (t) CO₂-e,INE814H01011,838
266095,IF-EU-110a.3a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.3,Discussion and Analysis,,IF-EU-110a.3a,,INE814H01011,TEXT
266096,IF-EU-110a.4a,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4a,Number,INE814H01011,922
266097,IF-EU-110a.4b,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4b,Percentage (%),INE814H01011,0.17
266098,IF-EU-110a.4c,,IF,IF-EU,IF-EU-110a,IF-EU-110a.4,Quantitative,"Number, Percentage (%)",IF-EU-110a.4c,,INE814H01011,TEXT
266099,IF-EU-120a.1a,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1a,Metric tons (t),INE814H01011,65
266100,IF-EU-120a.1b,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1b,Metric tons (t),INE814H01011,343
266101,IF-EU-120a.1c,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1c,Metric tons (t),INE814H01011,204
266102,IF-EU-120a.1d,,IF,IF-EU,IF-EU-120a,IF-EU-120a.1,Quantitative,"Metric tons (t), Percentage (%)",IF-EU-120a.1d,Metric tons (t),INE814H01011,469
